1	0.001542	0.500255	0.017277	0.000379	0.014414
2	0.006165	0.500702	0.040312	0.000757	0.007242
3	0.013863	0.501341	0.077524	0.001131	0.004862
4	0.024623	0.502174	0.127420	0.001500	0.003680
5	0.038429	0.503199	0.189621	0.001865	0.002978
6	0.055260	0.504418	0.263711	0.002222	0.002515
7	0.075090	0.505832	0.349356	0.002572	0.002189
8	0.097887	0.507441	0.446137	0.002913	0.001948
9	0.123617	0.509246	0.553659	0.003245	0.001765
10	0.152241	0.511249	0.671398	0.003567	0.001622
11	0.183714	0.513450	0.799045	0.003877	0.001508
12	0.217987	0.515851	0.935985	0.004177	0.001416
13	0.255008	0.518455	1.081848	0.004464	0.001341
14	0.294720	0.521261	1.236111	0.004738	0.001280
15	0.337061	0.524273	1.398354	0.005000	0.001229
16	0.381966	0.527492	1.567944	0.005248	0.001187
17	0.429366	0.530921	1.744722	0.005483	0.001152
18	0.479188	0.534561	1.927955	0.005704	0.001124
19	0.531355	0.538414	2.117354	0.005912	0.001101
20	0.585786	0.542493	2.304189	0.006106	0.001082
21	0.642399	0.546781	2.496667	0.006287	0.001068
22	0.701104	0.551278	2.710784	0.006454	0.001057
23	0.761812	0.556008	2.927525	0.006607	0.001050
24	0.824430	0.560964	3.141876	0.006747	0.001046
25	0.888860	0.566147	3.360114	0.006875	0.001044
26	0.955003	0.571559	3.582177	0.006990	0.001044
27	1.022758	0.577204	3.807609	0.007093	0.001047
28	1.092019	0.583083	4.036177	0.007184	0.001052
29	1.162681	0.589197	4.267797	0.007263	0.001059
30	1.234633	0.595549	4.502263	0.007331	0.001067
31	1.307766	0.602140	4.739579	0.007388	0.001078
32	1.381966	0.608970	4.979594	0.007435	0.001090
33	1.457119	0.616042	5.222244	0.007473	0.001105
34	1.533109	0.623355	5.467752	0.007500	0.001120
35	1.609819	0.630910	5.715994	0.007519	0.001138
36	1.687131	0.638705	5.967274	0.007530	0.001157
37	1.764925	0.646741	6.221760	0.007532	0.001178
38	1.843082	0.655014	6.479813	0.007527	0.001200
39	1.921480	0.663524	6.741718	0.007515	0.001224
40	2.000000	0.672266	7.008397	0.007497	0.001249
41	2.078520	0.681238	7.280386	0.007472	0.001276
42	2.156918	0.690432	7.558712	0.007442	0.001305
43	2.235075	0.699845	7.844826	0.007406	0.001335
44	2.312869	0.709468	8.140497	0.007366	0.001366
45	2.390181	0.719294	8.448209	0.007322	0.001399
46	2.466891	0.729312	8.771441	0.007273	0.001434
47	2.542881	0.739512	9.115137	0.007222	0.001469
48	2.618034	0.749880	9.487384	0.007167	0.001507
49	2.692234	0.760403	9.909211	0.007110	0.001545
50	2.765367	0.771065	10.409170	0.007050	0.001585
51	2.837319	0.781848	11.074150	0.006989	0.001626
52	2.907981	0.792738	11.701501	0.006932	0.001665
53	2.977242	0.828619	5514.637207	-1.#IND00	-1.#IND00
54	3.044997	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
55	3.111140	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
56	3.175570	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
57	3.238188	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
58	3.298896	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
59	3.357601	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
60	3.414214	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
61	3.468645	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
62	3.520812	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
63	3.570634	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
64	3.618034	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
65	3.662939	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
66	3.705280	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
67	3.744992	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
68	3.782013	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
69	3.816286	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
70	3.847759	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
71	3.876383	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
72	3.902113	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
73	3.924911	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
74	3.944740	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
75	3.961571	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
76	3.975377	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
77	3.986137	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
78	3.993835	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
79	3.998458	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
80	4.000000	-1.#IND00	-1.#IND00	-1.#IND00	-1.#IND00
