1	0.001542	0.500222	0.015104	0.000379	0.014408
2	0.006165	0.500573	0.031671	0.000757	0.007230
3	0.013863	0.501052	0.058185	0.001133	0.004845
4	0.024623	0.501659	0.093309	0.001505	0.003658
5	0.038429	0.502393	0.136712	0.001874	0.002950
6	0.055260	0.503256	0.188235	0.002237	0.002482
7	0.075090	0.504246	0.247583	0.002595	0.002151
8	0.097887	0.505363	0.314599	0.002946	0.001905
9	0.123617	0.506608	0.388997	0.003291	0.001717
10	0.152241	0.507980	0.470563	0.003628	0.001568
11	0.183714	0.509480	0.558996	0.003956	0.001449
12	0.217987	0.511106	0.654049	0.004277	0.001351
13	0.255008	0.512859	0.755423	0.004587	0.001270
14	0.294720	0.514739	0.862840	0.004889	0.001203
15	0.337061	0.516745	0.975965	0.005180	0.001146
16	0.381966	0.518878	1.094516	0.005461	0.001098
17	0.429366	0.521136	1.218315	0.005732	0.001057
18	0.479188	0.523519	1.346839	0.005992	0.001021
19	0.531355	0.526028	1.480026	0.006241	0.000991
20	0.585786	0.528661	1.617345	0.006479	0.000966
21	0.642399	0.531418	1.758743	0.006706	0.000944
22	0.701104	0.534299	1.903728	0.006922	0.000925
23	0.761812	0.537301	2.052130	0.007126	0.000909
24	0.824430	0.540425	2.203720	0.007320	0.000896
25	0.888860	0.543670	2.358071	0.007503	0.000885
26	0.955003	0.547033	2.515075	0.007674	0.000876
27	1.022758	0.550515	2.674472	0.007835	0.000869
28	1.092019	0.554113	2.835930	0.007986	0.000863
29	1.162681	0.557825	2.999259	0.008126	0.000859
30	1.234633	0.561650	3.164276	0.008256	0.000856
31	1.307766	0.565586	3.330747	0.008376	0.000855
32	1.381966	0.569629	3.498353	0.008487	0.000855
33	1.457119	0.573778	3.667102	0.008588	0.000855
34	1.533109	0.578030	3.836704	0.008680	0.000857
35	1.609819	0.582381	4.006938	0.008764	0.000860
36	1.687131	0.586827	4.177594	0.008839	0.000864
37	1.764925	0.591366	4.348876	0.008906	0.000869
38	1.843082	0.595991	4.520020	0.008966	0.000874
39	1.921480	0.600701	4.691459	0.009018	0.000880
40	2.000000	0.605488	4.862750	0.009063	0.000887
41	2.078520	0.610348	5.033747	0.009102	0.000894
42	2.156918	0.615275	5.204562	0.009134	0.000902
43	2.235075	0.620263	5.374860	0.009160	0.000911
44	2.312869	0.625311	5.528591	0.009182	0.000919
45	2.390181	0.630395	5.704121	0.009197	0.000929
46	2.466891	0.635523	5.880743	0.009207	0.000940
47	2.542881	0.640684	6.049117	0.009213	0.000950
48	2.618034	0.645868	6.215813	0.009215	0.000961
49	2.692234	0.651067	6.381441	0.009213	0.000973
50	2.765367	0.656271	6.545971	0.009207	0.000984
51	2.837319	0.661471	6.709487	0.009199	0.000996
52	2.907981	0.666656	6.871685	0.009187	0.001008
53	2.977242	0.671815	7.032462	0.009173	0.001021
54	3.044997	0.676939	7.192141	0.009157	0.001033
55	3.111140	0.682014	7.350138	0.009139	0.001046
56	3.175570	0.687031	7.504297	0.009119	0.001058
57	3.238188	0.691975	7.657989	0.009098	0.001071
58	3.298896	0.696836	7.811337	0.009075	0.001084
59	3.357601	0.701601	7.962697	0.009052	0.001097
60	3.414214	0.706256	8.111869	0.009028	0.001109
61	3.468645	0.710790	8.259529	0.009004	0.001122
62	3.520812	0.715189	8.404443	0.008979	0.001134
63	3.570634	0.719440	8.547028	0.008955	0.001146
64	3.618034	0.723531	8.687013	0.008930	0.001157
65	3.662939	0.727450	8.824080	0.008907	0.001168
66	3.705280	0.731183	8.957710	0.008883	0.001179
67	3.744992	0.734718	9.087719	0.008861	0.001189
68	3.782013	0.738045	9.214156	0.008840	0.001199
69	3.816286	0.741151	9.335540	0.008819	0.001208
70	3.847759	0.744026	9.452626	0.008800	0.001217
71	3.876383	0.746660	9.564012	0.008783	0.001225
72	3.902113	0.749043	9.668570	0.008767	0.001232
73	3.924911	0.751167	9.766628	0.008752	0.001239
74	3.944740	0.753024	9.856745	0.008739	0.001245
75	3.961571	0.754608	9.937498	0.008728	0.001250
76	3.975377	0.755911	10.008193	0.008719	0.001254
77	3.986137	0.756931	10.064776	0.008711	0.001257
78	3.993835	0.757661	10.109611	0.008706	0.001259
79	3.998458	0.758101	10.133253	0.008703	0.001261
80	4.000000	0.758225	9.138206	0.008748	0.001244
